2021-05-30 14:27:36,"b'@AltcoinDailyio In the days the creators have launched a new #Bitcoin\nIt is digitally minable, maximally environmen\xe2\x80\xa6 https://t.co/82FwzmKYDg'",b'FuxreiterD'
2021-05-30 14:27:36,"b""@Ragnarly @MarathonDH @_benkaufman And Michael Saylor cooperates with Marathon. That's interesting. He is probably\xe2\x80\xa6 https://t.co/37gl3J8zky""",b'tpuzniakowski'
2021-05-30 14:27:36,b'@ColdBloodShill Most people don\xe2\x80\x99t want to learn sir. They just wanna see people with high following rate to post hi\xe2\x80\xa6 https://t.co/T6CrgPZ8ef',b'Jorn_broek'
2021-05-30 14:27:35,b'@SAfmnews @Eliot_syke has all it takes to turn things well for you with his company platform and strategy on Bitcoi\xe2\x80\xa6 https://t.co/aopWIRNF9q',b'_Kathy_31'
2021-05-30 14:27:34,"b'@michael_saylor The only real project where you can make it come true, rather than dreaming and waiting every day,\xe2\x80\xa6 https://t.co/HWufdAjidl'",b'flokygamess'
2021-05-30 14:27:32,b'@SAfmnews @Eliot_syke has all it takes to turn things well for you with his company platform and strategy on Bitcoi\xe2\x80\xa6 https://t.co/851RfTAHrY',b'_Kathy_31'
2021-05-30 14:27:32,b'@SAfmnews @Eliot_syke has all it takes to turn things well for you with his company platform and strategy on Bitcoi\xe2\x80\xa6 https://t.co/XzwoAI3Yuw',b'_Kathy_31'
2021-05-30 14:27:32,b'@SAfmnews @Eliot_syke has all it takes to turn things well for you with his company platform and strategy on Bitcoi\xe2\x80\xa6 https://t.co/2JU3c7NFCH',b'_Kathy_31'
2021-05-30 14:27:32,b'@Investingcom Bitcoin will moooon faster \xf0\x9f\x94\xa5',b'Theenesh6'
2021-05-30 14:27:31,"b'https://t.co/7iRj9ULQxj #BitcoinNews \xe2\x96\xba Brazilians Who Held $1,000 in Crypto Last Year Must Report It on Tax Returns\xe2\x80\xa6 https://t.co/FRxbDDypDy'",b'chainestate'
2021-05-30 14:27:31,b'Special thanks to: \n- Our sponsor @NYDIG_BTC; and\n- Everyone who listens and subscribes\n\n#WhatisMoney #Bitcoin',b'WhatisMoneyShow'
2021-05-30 14:27:30,"b'Did anyone notice, #Bitcoin falls exactly at the time #xrp gets a positive news. #xrp is being suppressed from a lo\xe2\x80\xa6 https://t.co/FaVxsy56sg'",b'kingSla86476590'
2021-05-30 14:27:27,"b'There\xe2\x80\x99s more wealth transfer than wealth creation in America today. Professional sports, @MLB @NBA @NHL @NFL all fo\xe2\x80\xa6 https://t.co/JHE1VBOFq2'",b'Tranquility1776'
2021-05-30 14:27:24,b'@LaserHodl #Bitcoin is already successful',b'APOSTOL111111'
2021-05-30 14:27:24,b'Buy bitcoin https://t.co/fw6FxyUjul',b'JAMESB0ONE'
2021-05-30 14:27:23,b'Why aliens have no interest in the human species/planet Earth\n\n-no interest in gold/silver. they have planets full\xe2\x80\xa6 https://t.co/ppOcvm2DKu',b'Alex_Hxrrison'
2021-05-30 14:27:22,"b'""Whether or not the proponents of either asset want to admit it, Gold and Bitcoin share many commonalities.""\n~\xe2\x80\xa6 https://t.co/RQGOFTXm5H'",b'jposhaughnessy'
2021-05-30 14:27:19,b'ALERT! MORE BAD NEWS FOR CYRPTO\n SELL BITCOIN AND DOGECOIN NOW***\nChinese government effectively bans cryptocurrenc\xe2\x80\xa6 https://t.co/3IjvD7g0Fw',b'jimmyblow5'
2021-05-30 14:27:18,b'Waiting for @AuthorDanBrown to write something exciting for #RobertLangdon with #Blockchain tech at the heart of th\xe2\x80\xa6 https://t.co/y8P0mT9NcK',b'AlterEg77689376'
2021-05-30 14:27:16,"b""@LateralPrawn @RealWillyBot Missing the point.  He did not financially lose; however, never admits they're wrong.\xe2\x80\xa6 https://t.co/Vkld04kKoM""",b'CAPTRS777'
2021-05-30 14:27:14,b'Dump #Bitcoin https://t.co/bURk1KFDy3',b'iamyagii'
2021-05-30 14:27:14,b'@RealRomaDowney Buy Bitcoin now',b'daley_padley'
2021-05-30 14:27:12,b'WiM019 - The Booth Series | Episode 9 | Game Theory and #Bitcoin.\n@JeffBooth and I discuss:\n\n- Geopolitical Game Th\xe2\x80\xa6 https://t.co/1Ao9zqjY14',b'WhatisMoneyShow'
2021-05-30 14:27:11,b'\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x82\xe0\xa4\xa6\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 Bitcoin Weekly Analysis https://t.co/S8ZmFDWyC6 via #bitcoin #btc',b'acryptoverse'
2021-05-30 14:27:10,b'&lt;Bitcoin Price&gt;\nBTC/USD(Binance): 35243.56\n\xf0\x9f\x91\x89\xf0\x9f\x91\x89\xf0\x9f\x91\x89Check Price: https://t.co/af5ze6HFdW\xf0\x9f\x91\x88\xf0\x9f\x91\x88\xf0\x9f\x91\x88\n&lt;Headline News&gt;\nTwo dead and\xe2\x80\xa6 https://t.co/sPCwadK9dw',b'doge4you'
2021-05-30 14:27:09,b'AmazonCoin $AMA: future finance\n\nBoom\n\xf0\x9f\x92\xa3\xf0\x9f\x92\xa5\xf0\x9f\x92\xa3\xf0\x9f\x92\xa5\xf0\x9f\x92\xa3\xf0\x9f\x92\xa5\n\xf0\x9f\xa4\x91\xf0\x9f\xa4\x91\xf0\x9f\xa4\x91\n\n #AmazonCoin #AMA #crypto #cryptocurrency #tokensale #fintech\xe2\x80\xa6 https://t.co/YyMDeO1bHz',b'AmazonCoin_io'
